,speech,label
1342,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_rough_sad.wav,sad
1343,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_rush_sad.wav,sad
1344,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_said_sad.wav,sad
1345,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_sail_sad.wav,sad
1346,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_search_sad.wav,sad
1347,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_seize_sad.wav,sad
1348,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_sell_sad.wav,sad
1349,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_shack_sad.wav,sad
1350,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_shall_sad.wav,sad
1351,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_shawl_sad.wav,sad
1352,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_sheep_sad.wav,sad
1353,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_shirt_sad.wav,sad
1354,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_should_sad.wav,sad
1355,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_shout_sad.wav,sad
1356,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_size_sad.wav,sad
1357,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_soap_sad.wav,sad
1358,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_soup_sad.wav,sad
1359,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_sour_sad.wav,sad
1360,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_south_sad.wav,sad
1361,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_sub_sad.wav,sad
1362,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_such_sad.wav,sad
1363,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_sure_sad.wav,sad
1364,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_take_sad.wav,sad
1365,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_talk_sad.wav,sad
1366,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_tape_sad.wav,sad
1367,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_team_sad.wav,sad
1368,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_tell_sad.wav,sad
1369,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_thin_sad.wav,sad
1370,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_third_sad.wav,sad
1371,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_thought_sad.wav,sad
1372,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_thumb_sad.wav,sad
1373,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_time_sad.wav,sad
1374,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_tip_sad.wav,sad
1375,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_tire_sad.wav,sad
1376,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_ton_sad.wav,sad
1377,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_tool_sad.wav,sad
1378,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_tough_sad.wav,sad
1379,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_turn_sad.wav,sad
1380,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_vine_sad.wav,sad
1381,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_voice_sad.wav,sad
1382,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_void_sad.wav,sad
1383,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_vote_sad.wav,sad
1384,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_wag_sad.wav,sad
1385,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_walk_sad.wav,sad
1386,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_wash_sad.wav,sad
1387,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_week_sad.wav,sad
1388,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_wheat_sad.wav,sad
1389,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_when_sad.wav,sad
1390,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_which_sad.wav,sad
1391,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_whip_sad.wav,sad
1392,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_white_sad.wav,sad
1393,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_wife_sad.wav,sad
1394,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_wire_sad.wav,sad
1395,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_witch_sad.wav,sad
1396,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_yearn_sad.wav,sad
1397,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_yes_sad.wav,sad
1398,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_young_sad.wav,sad
1399,./dataset\TESS Toronto emotional speech set data\OAF_Sad\OAF_youth_sad.wav,sad
1400,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_back_angry.wav,angry
1401,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_bar_angry.wav,angry
1402,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_base_angry.wav,angry
1403,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_bath_angry.wav,angry
1404,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_bean_angry.wav,angry
1405,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_beg_angry.wav,angry
1406,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_bite_angry.wav,angry
1407,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_boat_angry.wav,angry
1408,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_bone_angry.wav,angry
1409,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_book_angry.wav,angry
1410,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_bought_angry.wav,angry
1411,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_burn_angry.wav,angry
1412,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_cab_angry.wav,angry
1413,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_calm_angry.wav,angry
1414,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_came_angry.wav,angry
1415,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_cause_angry.wav,angry
1416,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_chain_angry.wav,angry
1417,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_chair_angry.wav,angry
1418,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_chalk_angry.wav,angry
1419,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_chat_angry.wav,angry
1420,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_check_angry.wav,angry
1421,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_cheek_angry.wav,angry
1422,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_chief_angry.wav,angry
1423,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_choice_angry.wav,angry
1424,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_cool_angry.wav,angry
1425,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_dab_angry.wav,angry
1426,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_date_angry.wav,angry
1427,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_dead_angry.wav,angry
1428,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_death_angry.wav,angry
1429,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_deep_angry.wav,angry
1430,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_dime_angry.wav,angry
1431,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_dip_angry.wav,angry
1432,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_ditch_angry.wav,angry
1433,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_dodge_angry.wav,angry
1434,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_dog_angry.wav,angry
1435,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_doll_angry.wav,angry
1436,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_door_angry.wav,angry
1437,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_fail_angry.wav,angry
1438,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_fall_angry.wav,angry
1439,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_far_angry.wav,angry
1440,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_fat_angry.wav,angry
1441,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_fit_angry.wav,angry
1442,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_five_angry.wav,angry
1443,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_food_angry.wav,angry
1444,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_gap_angry.wav,angry
1445,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_gas_angry.wav,angry
1446,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_gaze_angry.wav,angry
1447,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_germ_angry.wav,angry
1448,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_get_angry.wav,angry
1449,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_gin_angry.wav,angry
1450,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_goal_angry.wav,angry
1451,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_good_angry.wav,angry
1452,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_goose_angry.wav,angry
1453,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_gun_angry.wav,angry
1454,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_half_angry.wav,angry
1455,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_hall_angry.wav,angry
1456,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_hash_angry.wav,angry
1457,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_hate_angry.wav,angry
1458,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_have_angry.wav,angry
1459,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_haze_angry.wav,angry
1460,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_hire_angry.wav,angry
1461,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_hit_angry.wav,angry
1462,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_hole_angry.wav,angry
1463,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_home_angry.wav,angry
1464,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_hurl_angry.wav,angry
1465,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_hush_angry.wav,angry
1466,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_jail_angry.wav,angry
1467,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_jar_angry.wav,angry
1468,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_join_angry.wav,angry
1469,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_judge_angry.wav,angry
1470,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_jug_angry.wav,angry
1471,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_juice_angry.wav,angry
1472,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_keen_angry.wav,angry
1473,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_keep_angry.wav,angry
1474,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_keg_angry.wav,angry
1475,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_kick_angry.wav,angry
1476,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_kill_angry.wav,angry
1477,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_king_angry.wav,angry
1478,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_kite_angry.wav,angry
1479,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_knock_angry.wav,angry
1480,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_late_angry.wav,angry
1481,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_laud_angry.wav,angry
1482,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_lean_angry.wav,angry
1483,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_learn_angry.wav,angry
1484,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_lease_angry.wav,angry
1485,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_lid_angry.wav,angry
1486,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_life_angry.wav,angry
1487,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_limb_angry.wav,angry
1488,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_live_angry.wav,angry
1489,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_loaf_angry.wav,angry
1490,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_long_angry.wav,angry
1491,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_lore_angry.wav,angry
1492,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_lose_angry.wav,angry
1493,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_lot_angry.wav,angry
1494,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_love_angry.wav,angry
1495,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_luck_angry.wav,angry
1496,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_make_angry.wav,angry
1497,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_match_angry.wav,angry
1498,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_merge_angry.wav,angry
1499,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_mess_angry.wav,angry
1500,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_met_angry.wav,angry
1501,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_mill_angry.wav,angry
1502,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_mob_angry.wav,angry
1503,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_mode_angry.wav,angry
1504,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_mood_angry.wav,angry
1505,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_moon_angry.wav,angry
1506,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_mop_angry.wav,angry
1507,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_mouse_angry.wav,angry
1508,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_nag_angry.wav,angry
1509,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_name_angry.wav,angry
1510,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_near_angry.wav,angry
1511,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_neat_angry.wav,angry
1512,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_nice_angry.wav,angry
1513,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_note_angry.wav,angry
1514,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_numb_angry.wav,angry
1515,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_pad_angry.wav,angry
1516,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_page_angry.wav,angry
1517,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_pain_angry.wav,angry
1518,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_pass_angry.wav,angry
1519,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_pearl_angry.wav,angry
1520,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_peg_angry.wav,angry
1521,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_perch_angry.wav,angry
1522,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_phone_angry.wav,angry
1523,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_pick_angry.wav,angry
1524,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_pike_angry.wav,angry
1525,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_pole_angry.wav,angry
1526,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_pool_angry.wav,angry
1527,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_puff_angry.wav,angry
1528,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_rag_angry.wav,angry
1529,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_raid_angry.wav,angry
1530,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_rain_angry.wav,angry
1531,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_raise_angry.wav,angry
1532,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_rat_angry.wav,angry
1533,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_reach_angry.wav,angry
1534,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_read_angry.wav,angry
1535,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_red_angry.wav,angry
1536,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_ring_angry.wav,angry
1537,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_ripe_angry.wav,angry
1538,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_road_angry.wav,angry
1539,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_room_angry.wav,angry
1540,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_rose_angry.wav,angry
1541,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_rot_angry.wav,angry
1542,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_rough_angry.wav,angry
1543,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_rush_angry.wav,angry
1544,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_said_angry.wav,angry
1545,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_sail_angry.wav,angry
1546,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_search_angry.wav,angry
1547,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_seize_angry.wav,angry
1548,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_sell_angry.wav,angry
1549,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_shack_angry.wav,angry
1550,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_shall_angry.wav,angry
1551,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_shawl_angry.wav,angry
1552,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_sheep_angry.wav,angry
1553,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_shirt_angry.wav,angry
1554,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_should_angry.wav,angry
1555,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_shout_angry.wav,angry
1556,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_size_angry.wav,angry
1557,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_soap_angry.wav,angry
1558,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_soup_angry.wav,angry
1559,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_sour_angry.wav,angry
1560,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_south_angry.wav,angry
1561,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_sub_angry.wav,angry
1562,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_such_angry.wav,angry
1563,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_sure_angry.wav,angry
1564,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_take_angry.wav,angry
1565,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_talk_angry.wav,angry
1566,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_tape_angry.wav,angry
1567,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_team_angry.wav,angry
1568,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_tell_angry.wav,angry
1569,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_thin_angry.wav,angry
1570,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_third_angry.wav,angry
1571,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_thought_angry.wav,angry
1572,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_thumb_angry.wav,angry
1573,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_time_angry.wav,angry
1574,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_tip_angry.wav,angry
1575,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_tire_angry.wav,angry
1576,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_ton_angry.wav,angry
1577,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_tool_angry.wav,angry
1578,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_tough_angry.wav,angry
1579,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_turn_angry.wav,angry
1580,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_vine_angry.wav,angry
1581,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_voice_angry.wav,angry
1582,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_void_angry.wav,angry
1583,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_vote_angry.wav,angry
1584,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_wag_angry.wav,angry
1585,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_walk_angry.wav,angry
1586,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_wash_angry.wav,angry
1587,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_week_angry.wav,angry
1588,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_wheat_angry.wav,angry
1589,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_when_angry.wav,angry
1590,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_which_angry.wav,angry
1591,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_whip_angry.wav,angry
1592,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_white_angry.wav,angry
1593,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_wife_angry.wav,angry
1594,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_wire_angry.wav,angry
1595,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_witch_angry.wav,angry
1596,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_yearn_angry.wav,angry
1597,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_yes_angry.wav,angry
1598,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_young_angry.wav,angry
1599,./dataset\TESS Toronto emotional speech set data\YAF_angry\YAF_youth_angry.wav,angry
1600,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_back_disgust.wav,disgust
1601,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_bar_disgust.wav,disgust
1602,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_base_disgust.wav,disgust
1603,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_bath_disgust.wav,disgust
1604,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_bean_disgust.wav,disgust
1605,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_beg_disgust.wav,disgust
1606,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_bite_disgust.wav,disgust
1607,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_boat_disgust.wav,disgust
1608,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_bone_disgust.wav,disgust
1609,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_book_disgust.wav,disgust
1610,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_bought_disgust.wav,disgust
1611,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_burn_disgust.wav,disgust
1612,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_cab_disgust.wav,disgust
1613,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_calm_disgust.wav,disgust
1614,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_came_disgust.wav,disgust
1615,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_cause_disgust.wav,disgust
1616,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_chain_disgust.wav,disgust
1617,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_chair_disgust.wav,disgust
1618,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_chalk_disgust.wav,disgust
1619,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_chat_disgust.wav,disgust
1620,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_check_disgust.wav,disgust
1621,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_cheek_disgust.wav,disgust
1622,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_chief_disgust.wav,disgust
1623,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_choice_disgust.wav,disgust
1624,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_cool_disgust.wav,disgust
1625,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_dab_disgust.wav,disgust
1626,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_date_disgust.wav,disgust
1627,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_dead_disgust.wav,disgust
1628,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_death_disgust.wav,disgust
1629,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_deep_disgust.wav,disgust
1630,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_dime_disgust.wav,disgust
1631,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_dip_disgust.wav,disgust
1632,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_ditch_disgust.wav,disgust
1633,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_dodge_disgust.wav,disgust
1634,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_dog_disgust.wav,disgust
1635,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_doll_disgust.wav,disgust
1636,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_door_disgust.wav,disgust
1637,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_fail_disgust.wav,disgust
1638,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_fall_disgust.wav,disgust
1639,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_far_disgust.wav,disgust
1640,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_fat_disgust.wav,disgust
1641,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_fit_disgust.wav,disgust
1642,./dataset\TESS Toronto emotional speech set data\YAF_disgust\YAF_five_disgust.wav,disgust
